id,english,russian
A96E930A4B6F2C4586F927B8C03B6E2C#59889626,A bone.,Кость.
A9B5A581486E5A20F339DFACBCB8C399#59889626,A bone.,Кость.
AA536FAF4A9D3B33ABB35BB02FE17605#59889626,A bone.,Кость.
AA73BA0E473460953BB0D284DEA5C507#59889626,A bone.,Кость.
AAFDB40B4F7E85A3E0C6F3961AA89CE7#59889626,A bone.,Кость.
AB2231044B26EB225E69C0864DC58183#59889626,A bone.,Кость.
AB91ADC6450FC1044E61A182B62EB79F#59889626,A bone.,Кость.
AC324F874695ECF1813552AE4A669B71#59889626,A bone.,Кость.
AC5A42464F9DD60E0B8C42896F011C5B#59889626,A bone.,Кость.
AC721B254F1BD402B218D181C6AC1063#59889626,A bone.,Кость.
AC84475C4E5893E3C40BCA8EEF11E038#59889626,A bone.,Кость.
AE7FE0784BFE4BEC0B37AA8012510822#59889626,A bone.,Кость.
AEE23F254C0E13068247B6BD3DE29C28#59889626,A bone.,Кость.
AF47BC2146D50CF8C8D3A4BEF6FEB067#59889626,A bone.,Кость.
AFF41C474A31DFD3DC1CCDA67D646486#59889626,A bone.,Кость.
B0462B0F49A87D3C66D6B49D6E61DFBE#59889626,A bone.,Кость.
B11EF7BE422DF5C2D96EDF859EB8B88E#59889626,A bone.,Кость.
B211D6414185044638B011B80810C285#59889626,A bone.,Кость.
B36A29F3469907EBCBB61F8A04201268#59889626,A bone.,Кость.
B39EF65D41E7A9BC70E1FFAA9C4D70D4#59889626,A bone.,Кость.
B5873A094BAE8AC8F7D46B87CBEE40EB#59889626,A bone.,Кость.
B5E47CAE4BAF254E53CD2E919B21EEDA#59889626,A bone.,Кость.
B6519C72405066EFD3A69388FFAE6D7F#59889626,A bone.,Кость.
B736436E4E0FC6E7AA9C9CB9E08771EB#59889626,A bone.,Кость.
B7B0AC524C9859F1DD14268A0ED7656B#59889626,A bone.,Кость.
B7DC4A6B401E607E2CF727BAC1A69D30#59889626,A bone.,Кость.
B95613134EF9784D6B3DBE938117F2B5#59889626,A bone.,Кость.
B978D29943D40EA3A2B87BB998C08540#59889626,A bone.,Кость.
B9D789D64FF1BCF8B77AB7A1CBF8E709#59889626,A bone.,Кость.
B9ED64F34CF0D642676D71A0C3B14224#59889626,A bone.,Кость.
BA2DDF8640CB56D217FCF2BDCB0822F2#59889626,A bone.,Кость.
BAE414674E68A4CD07BA03AFB7963A60#59889626,A bone.,Кость.
BB1DDF4547C5EDB873858581C2F94ADD#59889626,A bone.,Кость.
BBA112BE4E1214FA6CFC7E8ACFBFC4EC#59889626,A bone.,Кость.
BBBA193443EC53EE6AAC58A5316449FB#59889626,A bone.,Кость.
BD06987A49F68A27943112B6EF582487#59889626,A bone.,Кость.
BE30F9D643A79F15CA2322ACE9263696#59889626,A bone.,Кость.
BE43FE1B494BA490D01C2EABBEB87196#59889626,A bone.,Кость.
BF31C7A440E2114572C5A2943E48C826#59889626,A bone.,Кость.
C05FC4E048C0ECFA7684E99CA9FA3E66#59889626,A bone.,Кость.
C0C56D214D6C6F44F4CF5BA42FCA6B69#59889626,A bone.,Кость.
C0C8AB60485EC92B113E7DBF00BB2710#59889626,A bone.,Кость.
C147F26D4C9AF38B92159FA9B19E8B13#59889626,A bone.,Кость.
C30E1FEC4CDC498FF29DD394BA6B209F#59889626,A bone.,Кость.
C5FD91C746F6BDB50E1629B05D770C34#59889626,A bone.,Кость.
C69FDB8B46CD1181C521499558F17BF7#59889626,A bone.,Кость.
C7B51AD84A6E3F68FB8B73A3AFDD44F8#59889626,A bone.,Кость.
C7FD503F49275FFF3D893A883E305CEC#59889626,A bone.,Кость.
C85A20CD4220769743731BBB07283C65#59889626,A bone.,Кость.
C892FF2C427EFE95259F2393F192624A#59889626,A bone.,Кость.
C8EE15AB41F83513234718A82D95EC4B#59889626,A bone.,Кость.
C909001C498F00AD9B8D629D475F2B50#59889626,A bone.,Кость.
C989C8124048F625246A039329F9E514#59889626,A bone.,Кость.
CA41D62B4EA3A8463E44DA8A2FA86DDA#59889626,A bone.,Кость.
CB14C9E44ECF40CC2400CFB7EC0BE416#59889626,A bone.,Кость.
CBEBCD774285DA01349A0F9D3FB3A799#59889626,A bone.,Кость.
CC600A084CB60C570CC012996920BD1A#59889626,A bone.,Кость.
CCD03CA1411678837872EC9497B99698#59889626,A bone.,Кость.
CD8AF7AD4971D4458108CC94AB93CA7C#59889626,A bone.,Кость.
CDA1B8A5416C8EA632472D9557D49B71#59889626,A bone.,Кость.
CDD9DC474B214FC3F436F4B30327D4B2#59889626,A bone.,Кость.
CE311C104A3EEC394B9A05A89F81D80D#59889626,A bone.,Кость.
CE96BA124E5704BDF3CBE59250DF04F6#59889626,A bone.,Кость.
CF70AD914D810298D14C00AAA1B45687#59889626,A bone.,Кость.
D0137B074106660BCF1BA1B8535DD56A#59889626,A bone.,Кость.
D07239AE4280365ED83B2991729CB8CE#59889626,A bone.,Кость.
D18A594A49DE745534B89A95CB58B699#59889626,A bone.,Кость.
D2FD855841E55BEDD8511289C3A5BA4B#59889626,A bone.,Кость.
D3F2FB7D4CBF3CFB426FD18EB2C908FC#59889626,A bone.,Кость.
D3F8B4654D67B314B368C6A52F204BA6#59889626,A bone.,Кость.
D430B1EF4BC3C246D3EFE5B14033AB2B#59889626,A bone.,Кость.
D6E92F8F4109FC9F60F194919272AECC#59889626,A bone.,Кость.
D772F16E4BA0CA1F226932BAC07159E4#59889626,A bone.,Кость.
D802B69B432B775D417E078F79A1423F#59889626,A bone.,Кость.
D8BFC9DE4976FC72A043399047ADB08E#59889626,A bone.,Кость.
D8F21CC34C7349E1508A9BBA0AFA52A8#59889626,A bone.,Кость.
D946F8134B97F82C3C7351BC07EAECAE#59889626,A bone.,Кость.
DAD245374D3283CAFADE60A52E63D425#59889626,A bone.,Кость.
DB582A7545D2E8784A2AFD9FAFB2AAA9#59889626,A bone.,Кость.
DB77C605473FFC290E00A1B275EEB4AE#59889626,A bone.,Кость.
DC951C91422F3A1EB0DDD29FEDFBD3F9#59889626,A bone.,Кость.
DD0CD8FE4D370EA4F582B09D04C2127B#59889626,A bone.,Кость.
DD228C34427905B1F9A9089A3B9F6858#59889626,A bone.,Кость.
DD8C826B4DF71B1256FF33B633F954C6#59889626,A bone.,Кость.
DE570674432B64C3907EEDA7B01BEAB1#59889626,A bone.,Кость.
E277B72949E5339158EA5382B667EFB1#59889626,A bone.,Кость.
E34D55454668B697E2DACAB93B87B454#59889626,A bone.,Кость.
E4D7A43C46DB296C7A61C6959DED63DA#59889626,A bone.,Кость.
E5DF47D04AA745E2D75C63A8E0C0E5A4#59889626,A bone.,Кость.
E84BA9174991FD5DD43F69A1BA47E94E#59889626,A bone.,Кость.
E90066D6479B9AFF295A67952BA169B2#59889626,A bone.,Кость.
E99D761F45703356A07C8FA874680637#59889626,A bone.,Кость.
E9AF083C4586556A6D0D30A98E4B9BC7#59889626,A bone.,Кость.
E9FFE0264E299335772021977C850FA4#59889626,A bone.,Кость.
EA18DA094AF11D0CAC50FD88D4ED2D8E#59889626,A bone.,Кость.
EA7F86C04504A76CB3624DABD6531CB9#59889626,A bone.,Кость.
EC80109E411536CE0AD890A6DC638F59#59889626,A bone.,Кость.
EC9E7117485590B3D65BF7815A841C62#59889626,A bone.,Кость.
ED1BE1044EAF6789B49FAF9681E61C6B#59889626,A bone.,Кость.
EDA559C147F5693A6C9AAD8DE4FD96D3#59889626,A bone.,Кость.
EF1CAEE14B7B506AB1F1FB97A71B938C#59889626,A bone.,Кость.
EF6241914D2152FDDEFD39A6C49A1958#59889626,A bone.,Кость.
F005950C4A35CC22DBFB3FA364A35D34#59889626,A bone.,Кость.
F148BC1A42CEFDF25081C49D7F86EA0F#59889626,A bone.,Кость.
F17657D3474D35358D67EA9D37B2C7B2#59889626,A bone.,Кость.
F254080B41B01F7188709C863A23BCC6#59889626,A bone.,Кость.
F33350B542056645D1CD039B76B139DE#59889626,A bone.,Кость.
F35AB022467AEB7505D0F6932BCE5665#59889626,A bone.,Кость.
F3D2A19B4FC7667D8E1B27AB85ED0754#59889626,A bone.,Кость.
F446D0BF4CEE571DCC1ABD8E1DBDE3F0#59889626,A bone.,Кость.
F5140C604922A2E418202EB71176A8D2#59889626,A bone.,Кость.
F58E26E04E0A50347FB82A8B0E1E4349#59889626,A bone.,Кость.
F5A27DAD4F416B27862B16869CD51DFE#59889626,A bone.,Кость.
F68B1F1C4B1A95F6410F288F7CD34597#59889626,A bone.,Кость.
F70128CB45338CD56F1A7A8D1AC8D78B#59889626,A bone.,Кость.
F7B6868C40BD439866F93FB30AFDB062#59889626,A bone.,Кость.
F7BE2B104397E3072F0970AF6EA13826#59889626,A bone.,Кость.
F80081684B3FD79F48B0DFBD210FDC7B#59889626,A bone.,Кость.
F8155CE24392F27C95D140BDCFC1C184#59889626,A bone.,Кость.
F82E45AD4451DC9568A05899D717C1BA#59889626,A bone.,Кость.
F8371DDD4AA01FF666A4679C21358E62#59889626,A bone.,Кость.
F86669474BD524B92B61D9996E977DF1#59889626,A bone.,Кость.
F923B4A649B40FF31554718F0F43873A#59889626,A bone.,Кость.
F976CA1144C7B407674644AE3A9B68F3#59889626,A bone.,Кость.
FAE7E2BA400380B3EC13E0BFE52079BA#59889626,A bone.,Кость.
FB078380447F701516E660B7246EF5A8#59889626,A bone.,Кость.
FC632316478BEB4A2C73549F948B6388#59889626,A bone.,Кость.
FDD709E34ED800F80E0ABCA1F0A798E6#59889626,A bone.,Кость.
FDE8964D4881EC6E6ACDF4AA99F3C8A5#59889626,A bone.,Кость.
FE335BD541DA1E9CA448E88BFD9AACF8#59889626,A bone.,Кость.
FFE5CB534FA37CF5D7394C9F18244AE1#59889626,A bone.,Кость.
C0023CB84234C7512CCCECAE6ED29B93#7632D0CF,"A bottle of beer. Hold it and press RMB to open the bottle, RMB to drink","Бутылка пива. Держите ее и нажимайте ПКМ, чтобы открыть бутылку, ПКМ, чтобы выпить"
A1D23073472EA46F7C4FED993B7A37E0#C9050BCC,A bottle of glue,Бутылочка с клеем
BC190D7A42C87CC09BFB0A8B04086335#6F7ADA1A,"A bottle of murky liquid, tastes like sweet milk.","Бутылка мутной жидкости, на вкус как сладкое молоко."
1A34CC6440BE6021BD3F348019F56A9D#70033211,A bottle of regular milk,Бутылка обычного молока.
0922D5CF4A8BCF681688E5BA830F7FF9#3556FC54,"A bottom of a drive box, filled with soft material ","Дно коробки для дисков, наполнено мягким материалом "
A743685E4304C590552C6FAF30CAB8EE#3556FC54,"A bottom of a drive box, filled with soft material ","Дно коробки для дисков, наполнено мягким материалом "
22E81AEA4FA4E294F95705A47F853804#D5898B67,"A bottom of a drive box, filled with soft material.","Нижняя часть коробки для дисков, заполненное мягким наполнителем."
40AA8217419F3496C8E47DB366BD5DD5#A1A583C1,"A bowl of unknown blue substance, looks like yogurt, the taste is sweet and very smooth.","Упаковка неизвестного синего вещества, похожего на йогурт, вкус сладкий и очень нежный."
85E62C054EDCE53BD419D2B487776979#A1A583C1,"A bowl of unknown blue substance, looks like yogurt, the taste is sweet and very smooth.","Упаковка неизвестного синего вещества, похожего на йогурт, вкус сладкий и очень нежный."
F3678E4943992EC8AA599F8C9715DC27#A1A583C1,"A bowl of unknown blue substance, looks like yogurt, the taste is sweet and very smooth.","Упаковка неизвестного синего вещества, похожего на йогурт, вкус сладкий и очень нежный."
4AA757B145CC6CAB53CAE491CE5C3170#2B5CB353,A box,Коробка
1BE3123D4692F42394EFB0BCAA604DA2#BB8B9BC8,A box containing a couple of cube shaped cookies.,Коробка с парой печеньев в форме кубиков.
5ABA01B441F175C0FC75B7ACC9A1D469#416F85E3,"A box containing a set of packages – a brick of noodles, a few packs of spices and ""wooden tweezers"".","Коробка, содержащая набор брикетов лапши, несколько пачек специй и ""деревянные палочки""."
3620D20A47BD456FCE2222B54492182B#A7791F16,"A box filled with blue thick cereal-like substance, tastes sour.","Упаковка, наполненная синей густой хлопье-подобной субстанцией, кислая на вкус."
E4DFE833480DD2945D265BA13C533B00#52C7F0FD,"A box filled with elongated rectangular crackers, tastes salty and slightly spicy.","Коробка заполненная крекерами, на вкус солёные и немного острые."
0C7F8D784AE01FCDAB73B389974BE6FB#31DBCEA6,A box of pins.,Коробка канцелярских кнопок.
235D5AE54A904210F06C37B84A314B24#31DBCEA6,A box of pins.,Коробка с булавками.
805F7F0A405BF6064F102FB9E873A467#C1B9D0EA,"A box of sushi, send by Ena and Max","Коробка с суши, присланная Эной и Максом"
BBB4AEF947641398EB59CE87E4953E0F#C1B9D0EA,"A box of sushi, send by Ena and Max","Коробка с суши, присланная Эной и Максом"
06CD9AE643FEB9E6AFDABC9A86CE373E#3DF10E1E,A box that holds data tapes for more convenient handling.,Коробка для хранения магнитных лент с данными для удобства обращения.
45001247429EA43161651F913C2945CC#3DF10E1E,A box that holds data tapes for more convenient handling.,Коробка для хранения магнитных лент с данными для удобства обращения.
62FAD8794ED73378DA2083A1EEE6B7A2#3DF10E1E,A box that holds data tapes for more convenient handling.,Коробка для хранения магнитных лент с данными для удобства обращения.
9994677E4EE8E66790CB2CB592F15CE1#3DF10E1E,A box that holds data tapes for more convenient handling.,Коробка для хранения магнитных лент с данными для удобства обращения.
C5EEC42049D609762ED3969946820FA7#3DF10E1E,A box that holds data tapes for more convenient handling.,Коробка для хранения магнитных лент с данными для удобства обращения.
F47B71C4477725DE56ACDD82903BBE77#3DF10E1E,A box that holds data tapes for more convenient handling.,Коробка для хранения магнитных лент с данными для удобства обращения.
07DADB994086F285925CA6ABCF4943D0#2A959F73,A box with Kerfur parts inside of it.,Коробка с запчастям Керфура.
40E11C0844405053757771B3568F1462#965D9B32,A box with ammo. Now try to find a gun :),Коробка с патронами. Теперь попробуйте найти оружие :)
6F02CB1547C12AF16523499BBECAB86E#75FA8805,A box with ammo. Now try to find a gun. :),Ящик с патронами. Теперь попробуй найти пушку. :)
CEAE1D13466D7FEE15709791E79C58AA#75FA8805,A box with ammo. Now try to find a gun. :),Коробка с патронами. А теперь попробуй найти пушку. :)
738351F944DD4E57060BDDB51A89D3E4#E95741A8,"A box with tools. Can be used to repair the ATV, pipes, wheels and other objects.

If the player has Powertool in the inventory - it speeds up the repair process","Ящик с инструментами. Можно использовать для ремонта квадроцикла, труб, колёс и других объектов.

Если у игрока в инвентаре есть Powertool — ремонт идёт быстрее."
CC2615164B2349562218D48A101BD9D0#E95741A8,"A box with tools. Can be used to repair the ATV, pipes, wheels and other objects.

If the player has Powertool in the inventory - it speeds up the repair process","Ящик с инструментами. Можно использовать для ремонта квадроцикла, труб, колёс и других объектов.

Если у игрока в инвентаре есть Powertool — ремонт идёт быстрее."
E50C420A4987F8DF9867D29DD7C2F466#E95741A8,"A box with tools. Can be used to repair the ATV, pipes, wheels and other objects.

If the player has Powertool in the inventory - it speeds up the repair process","Ящик с инструментами. Можно использовать для ремонта квадроцикла, труб, колёс и других объектов.

Если у игрока в инвентаре есть Powertool — ремонт идёт быстрее."
2211F7C74A132A7C0550D18BBC7A8AFC#118F7B52,A bread mold with bread in it,Форма для хлеба с готовым хлебом внутри.
29107ED94BEA969E7020139EC80352C0#BF58D078,A bread mold with dough in it,Форма для хлеба с тестом внутри.
BE927AC4440F2CD408268394F6191408#1D508B31,"A bread mold, used to cook bread","Форма для хлеба, используется для выпечки хлеба."
8ECB5DB04A558C03570ABCB25716C248#29F8804A,"A broken fuse, can only be deconstructed","Сломанный предохранитель, его можно только разобрать."
